time,krot,vkco,svav,vsmo,nomp,grnt,nsvz,gltr,cntlp,abio,elfv,msng,rasp,ogkb,slav,data,nknc,svcb,wush,aptk,mtss,etln,prmd,lsrg,rolo,mrkv,dvec,afks,sgzh,tgka,enpg,klsb,aqua,rosn,leas,gmkn,lkoh,klvz,lent,nvtk,kzosp,tgkj,mstt,mrks,magn,geco,sofl,tatnp,flot,mgtsp,kzos,udmn,trnfp,lnzl,moex,tgkb,nkhp,eutr,fixp,qiwi,nmtp,amez,unkl,orup,irao,ttlk,rtkm,sftl,mtlr,vseh,mrkz,chmf,prfn,lsngp,hhru,unac,sfin,deli,nompp,rual,vrsb,obne,kzizp,vtbr,rbcm,t,ozon,chmk,alrs,mgnt,mgkl
2024-05-10 00:00:00+00:00,2813.0,579.4,944.0,39660.0,343.97,0.1099,581.0,794.6,11.96,111.68,0.6314,3.332,398.9,0.5669,96.1,,104.7,19.71,307.8,14.92,312.8,103.7,,943.4,1.212,0.7485,3.418,27.0,3.732,0.9882,485.1,32.16,909.5,582.5,1043.2,154.64,7726.0,7.802,1239.5,1234.0,27.94,107.59,220.1,0.82,55.74,47.54,187.0,738.2,136.37,1462.0,117.5,37800.0,1640.5,17300.0,233.44,0.13405,1118.0,233.55,306.5,198.8,12.61,68.45,7820.0,2.499,4.5395,1.111,97.37,,256.96,,0.1048,1963.0,6.304,216.5,5046.0,1.2215,1511.2,323.65,218.0,43.43,665.0,1531.0,431.99,115.93,22.1,3128.0,4530.0,8655.0,78.57,8380.5,2.903
2024-05-13 00:00:00+00:00,2825.0,584.2,1063.0,39880.0,344.82,0.1111,574.0,789.9,11.9,110.84,0.6334,3.3795,409.95,0.5763,89.61,,104.5,20.245,307.61,14.76,315.3,102.42,,942.8,1.215,0.763,3.424,27.3,3.728,0.9958,481.95,33.4,909.5,590.0,1036.5,152.9,7732.0,7.836,1245.0,1240.0,27.85,107.29,221.85,0.8385,57.7,47.25,190.0,733.3,137.5,1468.0,117.8,37000.0,1649.0,16640.0,232.47,0.1396,1114.5,232.0,307.1,211.4,12.69,68.9,7840.0,2.475,4.57,1.133,97.36,,262.26,,0.1066,1989.2,6.34,218.25,5078.0,1.2295,1576.2,326.75,218.8,42.735,675.0,1515.0,429.0,116.58,21.77,3133.6,4610.0,8885.0,79.7,8425.5,2.841
2024-05-14 00:00:00+00:00,2784.0,607.6,1074.0,39720.0,334.27,0.1129,573.0,797.65,11.78,110.36,0.6328,3.445,409.9,0.5786,85.14,,104.2,20.495,323.5,14.12,313.85,101.7,,944.6,1.217,0.763,3.484,28.1,3.783,0.9896,488.95,33.16,908.0,594.0,1032.0,152.66,7710.0,7.826,1206.0,1241.0,27.81,104.39,222.9,0.827,58.795,46.74,189.26,729.7,137.13,1452.0,116.9,38389.0,1687.0,16650.0,233.39,0.13665,1106.5,230.85,305.7,204.2,12.68,68.8,7780.0,2.479,4.536,1.1205,97.5,,253.42,,0.10295,1977.0,6.286,222.0,5190.0,1.222,1529.4,330.0,218.5,43.15,675.5,1600.0,436.89,115.7,22.56,3103.6,4608.5,8940.0,79.8,8362.5,2.8065
2024-05-15 00:00:00+00:00,2848.0,621.0,1035.0,39640.0,332.0,0.1104,570.0,791.85,11.74,108.76,0.6302,3.442,407.75,0.5739,85.76,,105.4,19.965,326.32,13.952,313.2,100.34,,952.0,1.2584,0.757,3.439,29.148,3.743,0.9738,497.15,32.78,904.0,599.3,1029.8,152.98,7692.0,7.734,1208.5,1231.6,28.39,106.0,222.45,0.819,58.76,46.93,187.48,741.4,137.0,1518.0,117.9,36000.0,1680.0,16550.0,234.81,0.135,1083.0,228.45,304.8,202.2,12.68,68.95,7730.0,2.448,4.48,1.117,96.65,,252.78,,0.10195,1978.0,6.266,219.5,5375.0,1.191,1545.0,329.85,218.81,45.18,662.5,1607.0,432.0,116.3,22.24,3103.6,4607.0,8730.0,79.91,8470.0,3.5
2024-05-16 00:00:00+00:00,2839.0,621.0,1082.0,39560.0,322.43,0.1056,564.5,811.0,11.68,108.46,0.635,3.479,404.15,0.5729,87.3,,105.5,19.65,318.97,13.768,313.5,98.98,,944.4,1.244,0.731,3.445,29.433,3.724,0.9726,486.9,32.4,903.5,600.0,1038.0,153.78,7724.5,7.63,1239.0,1231.0,28.25,102.94,221.0,0.8115,58.69,48.4,192.44,748.6,137.4,1488.0,116.7,35300.1,1682.0,16460.0,238.4,0.1335,1118.0,227.5,304.3,198.8,12.945,69.25,7830.0,2.464,4.402,1.1035,102.5,,252.69,,0.991,1977.4,6.29,217.5,5315.0,1.14,1528.8,341.75,214.0,44.72,657.5,1544.0,433.0,116.98,22.1,3139.6,4556.5,8635.0,81.43,8488.0,2.89
2024-05-17 00:00:00+00:00,2830.0,635.0,1085.0,39400.0,317.0,0.1056,579.0,819.6,11.86,109.82,0.6302,3.497,403.55,0.5728,83.74,,104.1,19.445,318.99,13.43,313.5,100.96,,947.0,1.2198,0.71,3.405,29.439,3.725,0.9736,492.0,32.13,903.5,596.7,1050.0,157.3,7871.5,7.588,1229.5,1228.8,27.9,100.4,218.0,0.811,59.38,48.38,187.0,749.0,136.62,1478.0,116.5,35983.96,1685.0,16280.0,239.88,0.13695,1111.0,229.15,302.4,194.0,12.955,68.95,7710.0,2.45,4.436,1.995,107.99,,250.14,,0.973,1975.8,6.374,219.35,5295.0,1.1295,1558.0,335.3,215.0,45.93,668.5,1526.99,418.6,116.35,21.65,3093.6,4649.5,8540.0,81.2,8379.0,2.759
2024-05-20 00:00:00+00:00,2872.0,641.6,1070.5,39280.0,312.98,0.1053,557.5,805.45,11.7,109.4,0.6272,3.4815,406.5,0.5706,82.5,,106.35,19.3,318.0,13.404,312.5,102.72,,941.6,1.2126,0.703,3.365,29.245,3.72,0.963,480.55,31.6,901.5,596.35,1045.0,159.44,7938.0,7.512,1211.0,1222.4,28.15,100.35,215.3,0.802,59.315,47.16,184.4,745.9,135.9,1426.0,120.0,35499.99,1686.0,16770.0,241.5,0.136,1115.0,233.75,302.7,192.8,12.98,68.9,7660.0,2.447,4.433,1.935,108.0,,248.54,,0.9685,1976.8,6.256,216.9,5228.0,1.1335,1520.6,339.8,211.23,44.465,658.0,1526.0,416.1,115.88,21.25,3078.0,4725.5,8455.0,83.18,8325.0,2.8095
2024-05-21 00:00:00+00:00,2833.0,625.0,1068.0,38480.0,313.83,0.993,538.5,786.95,11.6,105.26,0.619,3.3595,407.35,0.5447,77.79,,105.5,19.2,310.8,13.71,310.45,99.24,,901.2,1.19,0.7195,3.237,29.852,3.683,0.9378,470.2,30.67,894.0,597.5,1040.8,153.38,7900.0,7.438,1186.5,1202.2,27.91,98.96,216.0,0.773,59.66,46.35,183.46,736.2,133.9,1372.0,117.9,35000.0,1674.0,16370.0,239.2,0.1308,1112.5,234.4,294.2,198.2,12.49,68.5,7600.0,2.423,4.3835,1.8,105.65,,244.25,,0.957,1970.6,6.11,211.55,5200.0,1.94,1524.8,332.25,206.0,44.445,646.5,1502.99,410.0,113.5,20.95,3023.0,4677.5,8245.0,81.68,8268.0,2.788
2024-05-22 00:00:00+00:00,2875.0,611.4,1068.0,38420.0,314.0,0.976,551.5,787.55,11.56,108.1,0.6186,3.442,408.9,0.543,78.13,,103.35,19.85,314.69,13.354,310.45,101.0,,890.2,1.182,0.728,3.35,29.915,3.711,0.9318,466.85,31.1,899.0,597.25,1040.0,153.0,7879.0,7.238,1168.0,1191.6,27.48,97.74,215.1,0.777,59.65,46.32,185.5,742.2,133.28,1298.0,115.7,,1704.0,16350.0,239.87,0.12895,1113.5,231.7,294.3,195.6,12.635,67.7,7580.0,2.42,4.378,1.74,107.19,,245.99,,0.98,2009.0,6.44,219.9,5313.0,1.545,1505.0,333.35,214.0,44.68,639.0,1500.99,431.99,113.23,20.78,3007.0,4685.5,8085.0,82.12,8233.0,2.786
2024-05-23 00:00:00+00:00,2815.0,617.4,1050.5,38140.0,305.0,0.958,544.5,785.9,11.72,103.76,0.613,3.4805,409.3,0.5446,74.19,,102.2,18.995,313.16,13.418,308.35,98.0,,856.8,1.175,0.724,3.274,29.449,3.579,0.93,467.0,30.5,894.0,596.65,1039.4,155.76,7861.0,7.328,1169.0,1186.0,27.58,99.82,210.85,0.777,59.9,46.24,180.42,741.6,133.33,1272.0,118.7,35399.99,1703.5,16180.0,238.29,0.12815,1107.0,227.5,291.5,194.6,12.42,68.35,7320.0,2.397,4.37,1.7,107.29,,239.69,,0.98,2008.4,6.17,224.95,5252.0,1.425,1485.0,329.0,203.98,45.7,655.0,1501.0,412.0,113.63,20.25,2998.6,4689.0,8095.0,81.9,8178.5,2.7555
2024-05-24 00:00:00+00:00,2788.0,618.8,1062.0,37820.0,301.2,0.126,537.0,785.8,11.4,103.54,0.6132,3.432,408.0,0.5448,83.0,,100.9,18.78,310.0,13.2,308.0,96.66,,845.0,1.1712,0.7235,3.299,28.952,3.524,0.9228,464.75,29.9,895.0,594.45,1040.0,157.7,7858.5,7.234,1139.5,1173.2,27.12,100.0,208.4,0.7555,59.94,45.4,177.36,739.1,136.2,1280.0,116.9,36900.0,1700.0,16050.0,237.5,0.12535,1097.0,238.0,289.9,196.0,12.45,65.75,7310.0,2.638,4.394,1.58,107.1,,235.5,,0.946,2002.4,6.34,224.7,5182.0,1.375,1429.0,326.15,205.97,45.625,647.0,1503.0,419.0,116.4,19.46,2986.6,4674.0,7935.0,81.49,8140.0,2.733
2024-05-27 00:00:00+00:00,2698.0,595.6,1035.0,37120.0,309.57,0.1099,511.0,772.9,11.66,100.62,0.6014,3.355,407.7,0.5169,77.0,,99.75,18.375,306.15,12.748,305.95,94.16,,805.0,1.1298,0.7195,3.154,27.766,3.308,0.908,454.95,29.2,881.5,588.0,1024.5,153.88,7750.0,7.32,1143.5,1142.2,26.58,100.64,197.3,0.732,59.33,43.93,174.0,725.3,134.34,1254.0,114.5,36499.98,1679.5,16030.0,238.23,0.11995,1010.5,229.35,283.1,197.2,12.235,64.1,6990.0,2.297,4.37,0.997,105.74,,228.39,,0.9095,2011.8,5.8,223.8,5047.0,0.969,1430.0,320.1,210.46,44.695,624.0,1497.0,412.99,112.38,18.9,2944.6,4516.0,7865.0,80.22,8100.0,2.7015
2024-05-28 00:00:00+00:00,2690.0,582.4,1022.5,35420.0,310.0,0.982,515.0,770.0,11.26,96.0,0.5966,3.23,400.95,0.515,75.86,,99.55,18.3,296.56,13.17,304.45,93.2,,816.0,1.868,0.715,3.84,27.12,3.182,0.8864,457.9,28.81,875.0,585.0,1000.0,152.1,7700.0,7.15,1117.5,1138.6,25.32,94.8,194.1,0.702,58.5,43.23,177.0,720.5,133.14,1272.0,112.0,38000.0,1666.0,16170.0,240.9,0.1186,973.0,223.35,279.6,202.8,11.39,63.8,7150.0,2.188,4.32,0.9685,102.0,,225.35,,0.9085,1969.2,5.71,222.65,5175.0,0.96,1410.0,321.0,204.98,44.2,584.0,1470.0,388.49,106.85,20.46,2899.6,4528.5,7870.0,81.2,8050.0,2.72
2024-05-29 00:00:00+00:00,2645.0,578.8,997.0,35600.0,332.11,0.892,498.0,746.9,11.14,95.22,0.5968,3.226,400.5,0.5134,73.0,,99.5,18.105,294.41,12.938,301.5,92.44,,803.4,1.45,0.7015,3.1,26.437,3.178,0.8718,462.0,28.88,869.5,580.0,992.4,153.4,7689.0,6.818,1182.5,1121.0,24.69,93.82,194.0,0.693,58.3,41.58,174.22,712.5,132.74,1264.0,108.2,37045.0,1680.0,16010.0,246.46,0.11865,930.5,218.1,282.0,209.8,11.135,63.7,7360.0,2.298,4.294,0.954,100.96,,229.23,,0.905,1934.0,5.524,227.15,5180.0,0.896,1418.0,313.85,238.0,45.4,579.5,1483.0,379.9,105.43,21.9,2977.6,4475.0,7850.0,80.45,7882.5,2.675
2024-05-30 00:00:00+00:00,2591.0,576.0,992.0,39520.0,309.5,0.88,504.5,753.55,10.96,93.82,0.5878,3.2865,403.85,0.4968,72.6,,98.85,18.11,295.64,13.128,299.95,91.46,,819.6,1.692,0.7065,3.148,26.38,3.167,0.8758,464.3,28.75,888.0,581.15,1017.9,153.0,7722.5,6.95,1174.0,1123.8,25.59,91.99,192.95,0.826,58.435,43.0,175.8,716.8,133.55,1232.0,108.8,37790.0,1694.0,16100.0,247.5,0.12745,980.0,208.4,282.4,203.0,11.11,63.0,7280.0,2.245,4.32,0.93,97.67,,233.33,,0.9345,1935.0,5.54,226.0,5149.0,0.898,1386.4,312.3,194.0,45.875,596.5,1506.0,361.19,105.55,20.69,2982.0,4459.5,7740.0,80.25,7917.0,2.627
2024-05-31 00:00:00+00:00,2495.0,572.0,934.5,37340.0,293.0,0.864,485.0,747.55,10.82,90.82,0.5696,3.219,396.75,0.5029,72.99,,96.45,17.695,289.1,12.654,294.95,88.94,,799.6,1.394,0.6935,2.975,24.77,3.14,0.8342,446.95,28.26,864.5,572.0,996.6,147.94,7607.0,6.718,1143.0,1102.0,24.39,85.0,186.55,0.813,57.595,40.79,172.0,700.0,127.73,1206.0,102.4,35000.0,1660.0,16300.0,247.25,0.12055,920.0,193.95,271.4,186.4,10.295,61.65,6830.0,2.169,4.1905,0.91,94.8,,226.85,,0.9655,1867.8,5.402,222.9,4988.0,0.8495,1358.0,308.35,186.31,44.325,551.0,1779.0,367.98,101.73,19.55,2923.0,4322.5,7595.0,76.98,7746.0,2.58
2024-06-03 00:00:00+00:00,2482.0,566.0,929.5,35520.0,277.99,0.884,487.5,738.0,10.5,93.68,0.573,3.1195,388.95,0.4876,68.98,,96.5,17.575,278.1,12.624,289.0,86.8,,803.0,1.198,0.6905,2.97,25.426,2.888,0.8192,439.75,27.77,837.0,564.7,984.3,142.64,7479.5,6.652,1127.5,1100.0,24.61,91.0,175.75,0.752,56.83,40.19,169.9,688.5,127.19,1174.0,101.9,37789.99,1626.5,15640.0,244.98,0.1245,1042.0,186.75,277.9,185.6,10.1,58.5,6360.0,2.12,3.803,0.905,93.3,,219.0,,0.8755,1847.6,5.23,226.85,4804.0,0.819,1339.0,304.0,181.76,43.1,528.0,1504.0,333.0,100.25,19.57,2853.0,4240.0,7465.0,75.44,7000.0,2.61
2024-06-04 00:00:00+00:00,2477.0,572.0,961.0,34980.0,274.97,0.834,492.0,746.2,10.34,99.0,0.591,2.997,388.0,0.4891,71.5,,95.75,18.4,296.59,12.28,297.85,91.92,,805.0,0.9964,0.693,2.969,25.87,3.12,0.8346,432.4,27.79,869.5,571.0,1005.1,143.2,7454.5,6.56,1196.0,1080.0,25.0,80.78,176.0,0.752,57.285,40.49,174.0,685.4,128.0,1174.0,101.2,35500.0,1636.5,15090.0,250.0,0.1164,1014.5,175.6,282.0,172.2,10.28,56.5,6700.0,2.68,3.894,0.915,94.97,,220.97,,0.8695,1866.6,5.75,226.3,4957.0,0.8695,1420.0,310.0,184.59,42.66,557.0,1532.0,321.19,101.88,18.88,2903.0,4419.0,8400.0,75.24,6845.0,2.64
2024-06-05 00:00:00+00:00,2480.0,574.0,985.0,35480.0,274.88,0.974,504.0,745.0,10.7,101.0,0.594,3.18,391.8,0.4904,74.0,,98.45,18.62,311.27,12.248,298.7,93.9,,849.0,1.39,0.6845,3.322,25.989,2.998,0.842,439.8,29.37,885.0,575.0,1023.5,141.76,7544.0,6.842,1210.5,1080.0,25.35,81.89,184.6,0.724,56.97,41.59,174.48,693.6,128.4,1214.0,104.2,36800.0,1639.5,14970.0,251.45,0.1189,1025.0,183.8,298.0,175.0,10.48,62.45,6590.0,2.139,3.8835,0.9445,95.39,,229.99,,0.88,1862.0,5.626,227.0,5160.0,0.865,1544.0,319.5,182.0,43.69,589.0,1471.99,339.0,103.43,19.625,2972.6,4497.5,8195.0,77.0,6903.0,2.606
2024-06-06 00:00:00+00:00,2376.0,560.8,961.0,35220.0,270.87,0.958,490.5,723.75,10.38,96.92,0.589,2.992,390.5,0.4797,82.0,,97.5,18.4,308.19,12.174,294.15,92.58,,827.0,1.278,0.6975,3.175,25.7,2.92,0.835,436.6,28.29,865.5,569.8,1023.0,141.8,7478.5,6.8,1247.5,1060.8,26.2,87.1,182.5,0.725,56.29,40.49,172.24,685.5,126.67,1220.0,106.5,35800.0,1627.0,14780.0,251.84,0.11515,973.0,181.5,291.2,171.6,10.46,62.7,6480.0,2.148,3.845,0.9185,93.73,,231.75,,0.899,1842.8,5.42,225.95,5030.0,0.868,1506.8,316.1,177.4,42.775,623.5,1430.0,345.0,101.1,19.3,2932.0,4475.0,7815.0,75.9,6724.5,2.6145
2024-06-07 00:00:00+00:00,2512.0,578.0,994.0,35240.0,269.96,0.889,507.0,733.7,10.64,100.86,0.588,3.895,395.0,0.4921,74.0,,99.6,18.5,310.4,12.346,298.1,95.0,,843.8,1.696,0.69,3.25,27.0,3.218,0.8494,446.95,30.8,879.5,575.95,1024.0,145.36,7599.0,7.9,1283.0,1051.4,27.3,84.98,189.0,0.716,57.4,42.43,175.5,693.1,129.5,1216.0,107.6,36899.99,1659.5,14740.0,252.68,0.11925,1015.0,183.85,291.7,171.2,10.975,66.1,6620.0,2.1,3.8725,0.9385,96.1,,231.49,,0.8835,1850.0,5.546,231.0,5149.0,1.4,1540.0,319.8,177.85,43.5,599.5,1449.58,347.0,103.75,19.35,2994.6,4698.0,8090.0,75.32,6895.5,2.59
2024-06-10 00:00:00+00:00,2742.0,574.2,1022.5,35520.0,274.65,0.88,522.5,737.0,11.28,102.76,0.5968,3.1095,397.8,0.4961,74.0,,100.0,18.48,310.0,12.69,297.55,95.4,,828.4,1.956,0.6965,3.336,27.59,3.311,0.8598,472.0,29.87,875.0,575.7,1020.0,143.96,7523.5,6.96,1256.0,1054.0,27.3,86.97,216.0,0.718,55.845,44.14,176.66,688.7,130.3,1240.0,110.0,36194.99,1669.0,14600.0,250.0,0.1239,1030.0,193.8,291.5,175.8,11.1,68.9,6520.0,2.19,3.899,1.11,96.0,,236.69,,0.89,1892.0,5.906,232.4,5150.0,1.82,1576.2,329.0,174.58,42.71,599.0,1449.48,354.95,104.1,19.45,2999.0,4779.5,8150.0,75.88,6799.0,2.573
2024-06-11 00:00:00+00:00,2585.0,562.0,988.0,35380.0,265.98,0.875,494.0,713.5,10.72,99.44,0.5844,3.27,390.55,0.4941,72.75,,99.95,18.75,308.12,12.75,290.5,92.48,,799.0,1.618,0.68,3.286,26.6,3.168,0.8484,456.5,28.99,851.0,563.5,1004.0,140.54,7370.0,6.918,1210.0,1078.8,26.25,81.6,210.35,0.7025,55.46,42.41,172.9,682.0,128.49,1182.0,107.0,,1657.5,14530.0,252.32,0.125,993.0,189.8,282.2,184.0,10.625,67.2,6330.0,2.9,3.8955,0.988,93.7,,226.78,,0.8935,1858.0,5.6,231.0,5150.0,1.29,1515.0,326.5,170.22,42.69,595.5,1442.0,345.0,101.8,19.0,2909.0,4645.0,7815.0,75.59,6634.0,2.65
2024-06-13 00:00:00+00:00,2495.0,552.0,981.5,35700.0,260.99,0.842,484.0,695.85,11.48,97.22,0.5874,3.14,392.0,0.49,71.99,,97.6,18.1,307.4,12.198,291.4,88.82,,793.2,1.29,0.68,3.7,26.499,3.192,0.8376,452.75,28.33,849.5,560.0,987.9,140.18,7276.0,6.696,1206.0,1067.0,26.16,80.0,200.95,0.6995,55.24,41.8,173.66,679.0,123.74,1142.0,107.4,36073.79,1630.0,14130.0,249.84,0.1195,967.0,180.45,278.8,177.0,10.55,67.15,6180.0,2.54,3.8535,0.9695,93.29,,229.0,,0.859,1845.0,5.528,226.75,5060.0,1.38,1412.0,320.45,171.88,44.16,595.0,1387.95,323.0,101.0,18.1,2905.0,4546.0,7700.0,74.25,6640.0,2.528
2024-06-14 00:00:00+00:00,2494.0,561.4,983.0,35360.0,262.0,0.87,515.0,718.65,11.4,99.6,0.5888,3.43,390.0,0.4982,73.0,,97.95,18.16,308.99,12.206,294.0,91.0,,823.0,1.238,0.686,3.2,26.65,3.178,0.8548,453.4,29.25,874.5,569.9,999.0,141.6,7403.5,6.498,1200.0,1090.0,26.14,81.38,204.45,0.72,56.29,42.28,172.78,684.5,124.91,1166.0,107.7,36500.0,1655.0,15580.0,240.87,0.1215,980.0,182.0,278.9,181.4,10.765,69.0,6190.0,2.45,3.93,0.967,93.58,,230.46,,0.88,1848.8,5.738,231.0,5309.0,1.3,1396.4,326.45,177.84,44.385,593.0,1378.0,344.99,101.7,18.33,2949.0,4533.5,7765.0,74.71,6670.0,2.55
2024-06-17 00:00:00+00:00,2545.0,562.4,992.0,35080.0,264.77,0.864,497.0,710.0,11.2,98.5,0.5886,3.64,391.0,0.5047,71.99,,97.6,18.18,310.95,12.2,293.55,90.96,,823.8,1.392,0.694,3.25,26.755,3.176,0.8528,453.6,29.5,860.0,573.4,1004.4,140.86,7390.5,6.496,1193.0,1099.0,26.8,80.95,203.5,0.6925,56.105,43.59,173.0,685.4,124.83,1170.0,108.0,34999.99,1658.5,14680.0,241.94,0.1236,981.0,185.5,285.0,182.0,10.725,69.3,6150.0,2.2,3.971,0.9655,93.46,,233.96,,0.885,1862.0,5.51,230.1,5158.0,1.55,1362.0,327.5,178.52,44.24,587.0,1427.0,320.1,103.8,18.88,2938.0,4564.0,7940.0,74.24,6738.0,2.548
2024-06-18 00:00:00+00:00,2498.0,549.0,981.0,34500.0,269.68,0.855,483.0,695.0,10.58,95.6,0.5834,3.405,380.0,0.5096,72.0,,96.85,17.86,301.0,12.0,290.55,87.96,,796.8,1.46,0.6885,3.227,25.835,3.84,0.8444,443.45,28.5,848.5,567.65,980.2,139.6,7234.0,6.494,1175.0,1067.8,25.89,79.75,199.45,0.6885,55.27,42.45,168.9,679.1,121.5,1162.0,106.6,35039.89,1644.5,15010.0,236.16,0.12015,931.0,180.65,282.9,179.6,10.36,69.6,6110.0,2.23,3.917,0.9565,90.99,,227.41,,0.8765,1656.2,5.484,227.8,4971.0,1.15,1338.6,325.25,171.6,43.65,585.0,1414.0,306.0,102.68,18.18,2899.0,4456.5,7865.0,72.96,6724.0,2.5065
2024-06-19 00:00:00+00:00,2432.0,530.2,956.0,34000.0,259.2,0.85,472.5,684.0,10.3,96.5,0.581,2.98,374.9,0.497,72.6,,95.0,17.49,293.71,11.95,290.15,86.4,,787.0,1.25,0.685,3.19,24.55,2.951,0.8402,433.0,27.65,820.0,558.7,966.0,136.26,7107.5,6.46,1156.0,1056.6,25.44,75.99,194.4,0.6635,54.17,41.24,165.0,670.0,120.3,1126.0,106.6,33350.0,1627.0,15980.0,234.9,0.1149,910.5,172.0,274.8,174.0,10.8,70.0,5780.0,2.15,3.9115,0.9555,89.25,,224.44,,0.8475,1554.0,5.264,222.8,4980.0,0.95,1298.6,310.35,163.6,42.535,565.0,1301.94,300.8,99.55,17.92,2849.0,4334.0,7545.0,71.18,6593.0,2.5495
2024-06-20 00:00:00+00:00,2351.0,524.4,949.5,33900.0,274.81,0.79,473.0,707.2,10.12,97.62,0.5812,3.173,379.95,0.4949,70.95,,94.45,17.365,289.3,11.9,290.7,88.94,,779.0,1.2,0.6885,3.159,24.92,3.38,0.827,449.9,27.4,824.0,559.0,964.8,136.66,7171.0,6.428,1150.0,1066.0,24.7,78.3,194.0,0.677,54.725,40.43,163.98,670.6,124.0,1112.0,104.9,35283.57,1625.0,14530.0,233.49,0.11395,897.0,168.9,273.5,174.2,10.13,69.4,6280.0,2.89,3.999,0.924,91.8,,226.0,,0.8625,1590.0,5.308,221.35,5043.0,0.9095,1250.0,318.15,167.48,44.5,560.0,1293.0,293.94,98.65,17.5,2947.0,4269.5,7605.0,72.35,6641.5,2.4995
2024-06-21 00:00:00+00:00,2399.0,529.8,952.0,34100.0,269.39,0.799,489.5,705.7,10.16,95.24,0.5768,3.17,379.6,0.4875,71.59,,95.9,17.595,292.0,11.918,291.15,87.34,,780.0,1.106,0.6855,3.109,24.76,3.38,0.8278,448.55,27.55,829.0,562.85,963.0,138.88,7191.5,6.73,1167.5,1058.0,25.9,83.98,197.8,0.669,54.915,40.36,164.0,676.0,124.77,1114.0,104.8,33999.9,1574.0,14510.0,232.49,0.1148,944.0,168.85,272.0,177.2,10.85,70.5,5880.0,2.4,3.951,0.9195,93.53,,228.49,,0.84,1595.6,5.27,220.0,5058.0,0.913,1250.0,305.9,165.99,43.42,543.0,1229.0,293.97,99.8,17.5,2949.0,4395.0,7595.0,72.61,6596.5,2.476
2024-06-24 00:00:00+00:00,2391.0,519.0,952.0,33500.0,252.99,0.829,462.5,698.85,10.2,93.78,0.5756,3.2335,375.95,0.4779,71.45,,94.25,17.85,290.85,11.888,290.0,86.84,,782.6,0.9888,0.6875,3.17,24.345,3.18,0.8212,443.0,27.22,857.5,555.95,960.0,134.7,7125.0,8.62,1130.0,1057.4,24.99,80.0,194.5,0.661,53.98,39.9,162.68,673.3,122.26,1078.0,103.5,33959.99,1567.5,14490.0,227.2,0.1134,907.0,167.8,271.4,181.0,9.8,70.85,5680.0,2.32,3.935,0.922,94.9,,224.77,,0.827,1595.0,5.416,224.0,5118.0,0.895,1220.0,302.7,163.94,43.1,537.0,1159.0,293.0,98.95,17.24,2915.0,4410.0,7440.0,73.88,6497.0,2.454
2024-06-25 00:00:00+00:00,2359.0,514.8,973.5,33880.0,259.99,0.845,460.5,673.6,10.16,93.24,0.5798,3.226,360.0,0.4754,71.29,,93.65,17.115,290.0,11.798,294.25,83.8,,764.6,0.9768,0.686,2.944,23.977,2.953,0.8096,432.2,27.18,840.0,559.0,934.9,131.82,7246.5,8.5,1125.5,1060.0,24.99,79.89,193.5,0.7085,55.235,39.77,155.52,679.6,118.85,1136.0,104.6,34499.85,1582.0,14180.0,226.78,0.11475,873.5,164.85,271.0,179.4,9.79,70.85,5640.0,2.193,3.969,0.9025,93.96,,224.22,,0.822,1563.2,5.292,225.0,4992.0,0.888,1224.4,296.65,165.99,42.85,548.5,1139.0,293.0,102.4,16.405,2896.6,4329.0,7335.0,72.55,6400.0,2.445
2024-06-26 00:00:00+00:00,2396.0,523.4,975.5,33760.0,257.17,0.838,478.0,683.25,10.42,96.1,0.586,3.245,363.0,0.4795,69.45,,94.85,17.3,296.76,11.966,293.5,85.88,,766.2,0.9978,0.712,3.5,24.2,2.985,0.8198,433.3,27.3,853.0,562.45,937.8,132.42,7313.0,7.4,1178.5,1066.0,25.8,79.49,197.5,0.71,55.82,40.4,153.96,689.8,121.34,1146.0,104.6,33000.0,1594.0,14260.0,229.1,0.11485,915.0,165.95,269.3,181.0,9.98,70.6,5690.0,2.148,3.9855,0.9015,93.65,,225.64,,0.8225,1568.2,5.378,226.0,4989.0,0.86,1232.0,309.9,164.44,42.995,545.0,1044.0,294.94,108.68,19.22,2968.6,4370.5,7500.0,72.63,6415.0,2.5
2024-06-27 00:00:00+00:00,2353.0,519.0,983.0,34080.0,242.32,0.84,480.0,670.0,10.3,93.0,0.5852,3.18,362.0,0.4732,70.0,,94.95,17.3,295.84,12.746,293.0,85.46,,764.8,0.995,0.693,2.99,23.913,2.947,0.822,429.9,27.2,852.0,565.0,931.3,131.26,7293.0,7.138,1185.0,1060.0,25.5,78.48,197.45,0.677,55.45,41.0,152.32,690.0,121.16,1132.0,104.6,33800.0,1596.5,14160.0,230.0,0.1145,913.0,164.7,268.8,178.0,10.45,71.9,6650.0,2.163,3.98,0.8985,92.91,,224.75,,0.8045,1557.8,5.466,224.95,4953.0,0.8355,1313.0,308.95,168.0,42.425,557.5,1030.0,289.7,108.8,19.48,2998.0,4330.0,7830.0,71.45,6394.0,2.49
